                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   37019780 |   88680986 |   33872634 |   38504421 |   45404937 |   51652133 |   57979367 |  179221215 |  143742059 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000 |  242834000
  IPC                                |       0.15 |       0.37 |       0.14 |       0.16 |       0.19 |       0.21 |       0.24 |       0.74 |       0.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500
  Idle time (ns)                     |   54015093 |   44829657 |   53826184 |   52476384 |   51177067 |   50030017 |   48783420 |   17207670 |   26961010 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500 |   60708500
  Idle time (%)                      |      89.0% |      73.8% |      88.7% |      86.4% |      84.3% |      82.4% |      80.4% |      28.3% |      44.4% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1770319 |    3213764 |    1227662 |    1350562 |    1559280 |    1739140 |    1934439 |    5388009 |    4349661 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      73056 |     804617 |     168982 |     191346 |     205815 |     207055 |     214010 |    1012346 |     776520 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      3.96% |     20.02% |     12.10% |     12.41% |     11.66% |     10.64% |      9.96% |     15.82% |     15.15% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.97 |       9.07 |       4.99 |       4.97 |       4.53 |       4.01 |       3.69 |       5.65 |       5.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3516189 |   10349845 |    3776621 |    4180617 |    4791561 |    5329146 |    5891096 |   18004197 |   14491140 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        362 |        191 |        526 |        493 |        503 |        496 |        498 |        974 |        893 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13845944 |   30289518 |   10901006 |   12610655 |   15018493 |   17152847 |   19355589 |   64690525 |   53144685 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      40831 |      14763 |      58347 |      90987 |     122641 |     152635 |     157912 |     290085 |     227462 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.29% |      0.05% |      0.54% |      0.72% |      0.82% |      0.89% |      0.82% |      0.45% |      0.43% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.10 |       0.17 |       1.72 |       2.36 |       2.70 |       2.96 |       2.72 |       1.62 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      41193 |      14954 |      58873 |      91480 |     123144 |     153131 |     158410 |     291059 |     228355 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3863 |        704 |       2514 |       4753 |       9925 |      12443 |      18015 |      85519 |      56882 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      9.38% |      4.71% |      4.27% |      5.20% |      8.06% |      8.13% |     11.37% |     29.38% |     24.91% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.10 |       0.01 |       0.07 |       0.12 |       0.22 |       0.24 |       0.31 |       0.48 |       0.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3516189 |   10349845 |    3776621 |    4180617 |    4791561 |    5329146 |    5891096 |   18004197 |   14491140 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     198615 |     494656 |     485597 |     518732 |     544339 |     555170 |     574110 |    1281964 |    1190346 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      5.65% |      4.78% |     12.86% |     12.41% |     11.36% |     10.42% |      9.75% |      7.12% |      8.21% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.37 |       5.58 |      14.34 |      13.47 |      11.99 |      10.75 |       9.90 |       7.15 |       8.28 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13845944 |   30289518 |   10901006 |   12610655 |   15018493 |   17152847 |   19355589 |   64690525 |   53144685 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     270260 |      84979 |     245279 |     392193 |     540165 |     678063 |     801715 |    1720209 |    1478621 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.95% |      0.28% |      2.25% |      3.11% |      3.60% |      3.95% |      4.14% |      2.66% |      2.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       7.30 |       0.96 |       7.24 |      10.19 |      11.90 |      13.13 |      13.83 |       9.60 |      10.29 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     476402 |     583594 |     734015 |     914172 |    1088434 |    1237823 |    1381633 |    3023064 |    2681723 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     248712 |      36725 |      74971 |     105364 |     138642 |     169136 |     204410 |     859876 |     611995 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     52.21% |      6.29% |     10.21% |     11.53% |     12.74% |     13.66% |     14.79% |     28.44% |     22.82% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       6.72 |       0.41 |       2.21 |       2.74 |       3.05 |       3.27 |       3.53 |       4.80 |       4.26 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     691179 |          0 |          0 |          0 |     689324 |          0 |          0 |          0 |     679771 |          0 |          0 |          0 |     677802 |          0 |          0 |          0
  average dram access latency (ns)   |      60.81 |        inf |        inf |        inf |      61.03 |        inf |        inf |        inf |      61.12 |        inf |        inf |        inf |      61.27 |        inf |        inf |        inf
  average dram queueing delay        |       7.39 |       0.00 |       0.00 |       0.00 |       7.60 |       0.00 |       0.00 |       0.00 |       7.69 |       0.00 |       0.00 |       0.00 |       7.84 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00% |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     124549 |      16693 |      30839 |      62774 |      92742 |     119868 |     149605 |     593289 |     444086 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1904 |        269 |      11967 |       4749 |       2961 |       3123 |       2113 |      43968 |      14165 |          0 |          0 |          0 |          0 |          0 |          0 |          0
