                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2412418 |  285376767 |  285387629 |  342412841
  Cycles                             |  215551600 |  215551600 |  215551600 |  215551600
  IPC                                |       0.01 |       1.32 |       1.32 |       1.59
  Time (ns)                          |   53887900 |   53887900 |   53887900 |   53887900
  Idle time (ns)                     |   53033178 |    9686201 |    9675168 |     864954
  Idle time (%)                      |      98.4% |      18.0% |      18.0% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     333193 |   27205081 |   27206375 |   32639511
  num incorrect                      |      16802 |     846115 |     846431 |    1014436
  misprediction rate                 |      4.80% |      3.02% |      3.02% |      3.01%
  mpki                               |       6.96 |       2.96 |       2.97 |       2.96
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206808 |   37744819 |   37746487 |   45287624
    num misses                       |        197 |         65 |         65 |         65
    miss rate                        |      0.10% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     818274 |  100689438 |  100693624 |  120815047
    num misses                       |       1515 |        213 |       7118 |        209
    miss rate                        |      0.19% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.63 |       0.00 |       0.02 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |       1712 |        278 |       7183 |        274
    num misses                       |        482 |        176 |        185 |        175
    miss rate                        |     28.15% |     63.31% |      2.58% |     63.87%
    mpki                             |       0.20 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206808 |   37744819 |   37746487 |   45287624
    num cache misses                 |       2924 |      34608 |      34548 |      39909
    miss rate                        |      1.41% |      0.09% |      0.09% |      0.09%
    mpki                             |       1.21 |       0.12 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     818274 |  100689438 |  100693624 |  120815047
    num cache misses                 |      17528 |    1108141 |    1111874 |    1328862
    miss rate                        |      2.14% |      1.10% |      1.10% |      1.10%
    mpki                             |       7.27 |       3.88 |       3.90 |       3.88
  Cache L2                           |            |            |            |           
    num cache accesses               |      20900 |    1143043 |    1146713 |    1369137
    num cache misses                 |      13644 |       3335 |       3341 |       3601
    miss rate                        |     65.28% |      0.29% |      0.29% |      0.26%
    mpki                             |       5.66 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14098 |       3642 |       3646 |       3983
    num cache misses                 |      11975 |       2259 |       2342 |       2442
    miss rate                        |     84.94% |     62.03% |     64.23% |     61.31%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18709 |          0 |          0 |          0
  average dram access latency (ns)   |     166.70 |        inf |        inf |        inf
  average dram queueing delay        |     113.27 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8173 |        603 |        585 |        568
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
