                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   49892003 |   82901440 |   82942503 |   82945587
  Cycles                             |   88957600 |   88957600 |   88957600 |   88957600
  IPC                                |       0.56 |       0.93 |       0.93 |       0.93
  Time (ns)                          |   22239400 |   22239400 |   22239400 |   22239400
  Idle time (ns)                     |   14217972 |    8117664 |    8477357 |    8404561
  Idle time (%)                      |      63.9% |      36.5% |      38.1% |      37.8%
Branch predictor stats               |            |            |            |           
  num correct                        |    8269337 |    4836969 |    4856875 |    4849119
  num incorrect                      |     526244 |     145883 |     129326 |     136948
  misprediction rate                 |      5.98% |      2.93% |      2.59% |      2.75%
  mpki                               |      10.55 |       1.76 |       1.56 |       1.65
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    7583453 |    9286843 |    9292344 |    9295064
    num misses                       |        137 |         60 |         60 |         60
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   17211817 |   24503254 |   24515702 |   24516422
    num misses                       |        734 |        770 |       1547 |        652
    miss rate                        |      0.00% |      0.00% |      0.01% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.02 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |        871 |        830 |       1607 |        712
    num misses                       |        319 |        155 |        154 |        150
    miss rate                        |     36.62% |     18.67% |      9.58% |     21.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    7583453 |    9286843 |    9292344 |    9295064
    num cache misses                 |       2868 |       2276 |       2518 |       2516
    miss rate                        |      0.04% |      0.02% |      0.03% |      0.03%
    mpki                             |       0.06 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   17211817 |   24503254 |   24515702 |   24516422
    num cache misses                 |      11431 |      83528 |      82511 |      81574
    miss rate                        |      0.07% |      0.34% |      0.34% |      0.33%
    mpki                             |       0.23 |       1.01 |       0.99 |       0.98
  Cache L2                           |            |            |            |           
    num cache accesses               |      14399 |      86338 |      85064 |      84124
    num cache misses                 |      10616 |       2469 |       2947 |       2878
    miss rate                        |     73.73% |      2.86% |      3.46% |      3.42%
    mpki                             |       0.21 |       0.03 |       0.04 |       0.03
  Cache L3                           |            |            |            |           
    num cache accesses               |      10721 |       3003 |       2982 |       2912
    num cache misses                 |       8900 |        542 |        219 |        257
    miss rate                        |     83.01% |     18.05% |      7.34% |      8.83%
    mpki                             |       0.18 |       0.01 |       0.00 |       0.00
DRAM summary                         |            |            |            |           
  num dram accesses                  |       9914 |          0 |          0 |          0
  average dram access latency (ns)   |     520.10 |        inf |        inf |        inf
  average dram queueing delay        |     466.67 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       2565 |        275 |        141 |        170
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
