                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   99498613 |  598726747 |  602827133 |   25096242
  Cycles                             |  412573600 |  412573600 |  412573600 |  412573600
  IPC                                |       0.24 |       1.45 |       1.46 |       0.06
  Time (ns)                          |  103143400 |  103143400 |  103143400 |  103143400
  Idle time (ns)                     |   90907968 |   15447203 |   15469092 |  100430079
  Idle time (%)                      |      88.1% |      15.0% |      15.0% |      97.4%
Branch predictor stats               |            |            |            |           
  num correct                        |    5482716 |   57789888 |   58205641 |    1567291
  num incorrect                      |     132392 |    1058792 |    1057444 |       7959
  misprediction rate                 |      2.36% |      1.80% |      1.78% |      0.51%
  mpki                               |       1.33 |       1.77 |       1.75 |       0.32
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   11533980 |   51837023 |   52184290 |    2796947
    num misses                       |        820 |         78 |         76 |         90
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   25438257 |  147280069 |  148183342 |    7855938
    num misses                       |       9988 |     566753 |     562306 |       2351
    miss rate                        |      0.04% |      0.38% |      0.38% |      0.03%
    mpki                             |       0.10 |       0.95 |       0.93 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |      10808 |     566831 |     562382 |       2441
    num misses                       |       3111 |      38172 |      33110 |        948
    miss rate                        |     28.78% |      6.73% |      5.89% |     38.84%
    mpki                             |       0.03 |       0.06 |       0.05 |       0.04
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   11533980 |   51837023 |   52184290 |    2796947
    num cache misses                 |      19677 |    1225198 |    1228668 |       4881
    miss rate                        |      0.17% |      2.36% |      2.35% |      0.17%
    mpki                             |       0.20 |       2.05 |       2.04 |       0.19
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   25438257 |  147280069 |  148183342 |    7855938
    num cache misses                 |     376658 |    4481200 |    4496683 |     140027
    miss rate                        |      1.48% |      3.04% |      3.03% |      1.78%
    mpki                             |       3.79 |       7.48 |       7.46 |       5.58
  Cache L2                           |            |            |            |           
    num cache accesses               |     410780 |    5707247 |    5726094 |     144915
    num cache misses                 |     366273 |     556404 |     466521 |     124453
    miss rate                        |     89.17% |      9.75% |      8.15% |     85.88%
    mpki                             |       3.68 |       0.93 |       0.77 |       4.96
  Cache L3                           |            |            |            |           
    num cache accesses               |     381271 |     557622 |     467775 |     124460
    num cache misses                 |      58727 |      28145 |       2975 |      44444
    miss rate                        |     15.40% |      5.05% |      0.64% |     35.71%
    mpki                             |       0.59 |       0.05 |       0.00 |       1.77
DRAM summary                         |            |            |            |           
  num dram accesses                  |     137953 |          0 |          0 |          0
  average dram access latency (ns)   |   14965.64 |        inf |        inf |        inf
  average dram queueing delay        |   14912.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |      28110 |       3248 |       2425 |       6332
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
