                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99571352 |  151642717 |  150508206 |  150608006 |  155018819 |  154343595 |  150346091 |  150511570 |  151003898 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800 |  193460800
  IPC                                |       0.51 |       0.78 |       0.78 |       0.78 |       0.80 |       0.80 |       0.78 |       0.78 |       0.78 |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200
  Idle time (ns)                     |   31395833 |   22014570 |   22215750 |   22271036 |   21776493 |   21711461 |   22234043 |   22174363 |   21841814 |   44334638 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200 |   48365200
  Idle time (%)                      |      64.9% |      45.5% |      45.9% |      46.0% |      45.0% |      44.9% |      46.0% |      45.8% |      45.2% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5498081 |   14447461 |   14410303 |   14438892 |   14786308 |   14784526 |   14285006 |   14395095 |   14446850 |    1567200 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128478 |     267544 |     265391 |     264321 |     272763 |     271560 |     266517 |     264284 |     266555 |       8038 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      1.82% |      1.81% |      1.80% |      1.81% |      1.80% |      1.83% |      1.80% |      1.81% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       1.76 |       1.76 |       1.76 |       1.76 |       1.76 |       1.77 |       1.76 |       1.77 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10959120 |   13540179 |   13434859 |   13455961 |   13825062 |   13792971 |   13397388 |   13445740 |   13505134 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        835 |         74 |         73 |         73 |         73 |         73 |         77 |         74 |         74 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25451414 |   37565592 |   37312144 |   37341042 |   38439369 |   38271212 |   37406500 |   37319800 |   37390726 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11903 |     137217 |     135924 |     139581 |     140762 |     142064 |     136454 |     149777 |     136420 |       2374 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.37% |      0.36% |      0.37% |      0.37% |      0.37% |      0.36% |      0.40% |      0.36% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.90 |       0.90 |       0.93 |       0.91 |       0.92 |       0.91 |       1.00 |       0.90 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12738 |     137291 |     135997 |     139654 |     140835 |     142137 |     136531 |     149851 |     136494 |       2458 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3376 |      13405 |      11182 |      13196 |      12712 |      13420 |      12285 |      13204 |      11554 |        965 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     26.50% |      9.76% |      8.22% |      9.45% |      9.03% |      9.44% |      9.00% |      8.81% |      8.46% |     39.26% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.09 |       0.07 |       0.09 |       0.08 |       0.09 |       0.08 |       0.09 |       0.08 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10959120 |   13540179 |   13434859 |   13455961 |   13825062 |   13792971 |   13397388 |   13445740 |   13505134 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      19561 |     341951 |     338037 |     338524 |     349013 |     347116 |     339441 |     338271 |     339821 |       4523 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.18% |      2.53% |      2.52% |      2.52% |      2.52% |      2.52% |      2.53% |      2.52% |      2.52% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.20 |       2.25 |       2.25 |       2.25 |       2.25 |       2.25 |       2.26 |       2.25 |       2.25 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25451414 |   37565592 |   37312144 |   37341042 |   38439369 |   38271212 |   37406500 |   37319800 |   37390726 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376219 |    1126268 |    1122393 |    1122733 |    1155906 |    1150129 |    1156927 |    1122035 |    1119469 |     139848 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.48% |      3.00% |      3.01% |      3.01% |      3.01% |      3.01% |      3.09% |      3.01% |      2.99% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.78 |       7.43 |       7.46 |       7.45 |       7.46 |       7.45 |       7.70 |       7.45 |       7.41 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     450623 |    1473517 |    1464456 |    1466437 |    1508989 |    1502465 |    1501538 |    1464554 |    1464319 |     145901 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360937 |     122706 |     124270 |     120576 |     121270 |     119680 |     151962 |     122801 |     134141 |     123448 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.10% |      8.33% |      8.49% |      8.22% |      8.04% |      7.97% |     10.12% |      8.38% |      9.16% |     84.61% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.62 |       0.81 |       0.83 |       0.80 |       0.78 |       0.78 |       1.01 |       0.82 |       0.89 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     425037 |          0 |          0 |          0 |     419808 |          0 |          0 |          0 |     434839 |          0 |          0 |          0 |     437226 |          0 |          0 |          0
  average dram access latency (ns)   |     160.78 |        inf |        inf |        inf |     164.36 |        inf |        inf |        inf |     159.60 |        inf |        inf |        inf |     158.03 |        inf |        inf |        inf
  average dram queueing delay        |     107.35 |       0.00 |       0.00 |       0.00 |     110.93 |       0.00 |       0.00 |       0.00 |     106.17 |       0.00 |       0.00 |       0.00 |     104.60 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00% |      7.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |     187357 |      82962 |      83884 |      82163 |      82393 |      81960 |      80032 |      84153 |      89995 |      49276 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2551 |      10709 |      11299 |      10820 |      11232 |      10323 |       9886 |      10909 |      11277 |        220 |          0 |          0 |          0 |          0 |          0 |          0
