                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98885041 |  136216511 |  137479514 |  135892430 |  137811659 |  135875565 |  135942795 |  135775787 |  139593178 |   25096056 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000 |  173409000
  IPC                                |       0.57 |       0.79 |       0.79 |       0.78 |       0.79 |       0.78 |       0.78 |       0.78 |       0.80 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000
  Idle time (ns)                     |   37374453 |   26558693 |   26332990 |   26492645 |   26401050 |   26558706 |   26433499 |   26253886 |   26107040 |   52997294 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000 |   57803000
  Idle time (%)                      |      64.7% |      45.9% |      45.6% |      45.8% |      45.7% |      45.9% |      45.7% |      45.4% |      45.2% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5448753 |   12743956 |   12971977 |   12767241 |   12896486 |   12776769 |   12720796 |   12803149 |   13140956 |    1567271 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128053 |     307846 |     317221 |     303227 |     302462 |     312111 |     315928 |     308716 |     306511 |       7964 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.36% |      2.39% |      2.32% |      2.29% |      2.38% |      2.42% |      2.35% |      2.28% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       2.26 |       2.31 |       2.23 |       2.19 |       2.30 |       2.32 |       2.27 |       2.20 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10884193 |   12661496 |   12802418 |   12643379 |   12821155 |   12646081 |   12634009 |   12637424 |   12989211 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        844 |         76 |         75 |         75 |         76 |         75 |         78 |         75 |         75 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25245844 |   34676997 |   35023393 |   34587035 |   35020349 |   34575836 |   34747599 |   34604223 |   35548660 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      11441 |     137261 |     136203 |     136044 |     134448 |     135518 |     132320 |     146234 |     139117 |       2377 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.40% |      0.39% |      0.39% |      0.38% |      0.39% |      0.38% |      0.42% |      0.39% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       1.01 |       0.99 |       1.00 |       0.98 |       1.00 |       0.97 |       1.08 |       1.00 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12285 |     137337 |     136278 |     136119 |     134524 |     135593 |     132398 |     146309 |     139192 |       2461 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3427 |       4637 |       3690 |       4361 |       3829 |       3664 |       3567 |       7000 |       3851 |        954 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     27.90% |      3.38% |      2.71% |      3.20% |      2.85% |      2.70% |      2.69% |      4.78% |      2.77% |     38.76% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.05 |       0.03 |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10884193 |   12661496 |   12802418 |   12643379 |   12821155 |   12646081 |   12634009 |   12637424 |   12989211 |    2800756 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      18122 |     333839 |     336529 |     330892 |     335248 |     331096 |     332917 |     331929 |     341956 |       4556 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.17% |      2.64% |      2.63% |      2.62% |      2.61% |      2.62% |      2.64% |      2.63% |      2.63% |      0.16% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.18 |       2.45 |       2.45 |       2.43 |       2.43 |       2.44 |       2.45 |       2.44 |       2.45 |       0.18 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   25245844 |   34676997 |   35023393 |   34587035 |   35020349 |   34575836 |   34747599 |   34604223 |   35548660 |    7855931 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     376220 |     993230 |    1000713 |     989910 |    1004321 |     988669 |    1027765 |     990354 |    1019993 |     139858 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.49% |      2.86% |      2.86% |      2.86% |      2.87% |      2.86% |      2.96% |      2.86% |      2.87% |      1.78% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.80 |       7.29 |       7.28 |       7.28 |       7.29 |       7.28 |       7.56 |       7.29 |       7.31 |       5.57 |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     449321 |    1331148 |    1341333 |    1326013 |    1344068 |    1324917 |    1365836 |    1327992 |    1366019 |     145938 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     360238 |      92325 |      89341 |      94940 |      95260 |      91827 |     125216 |      99218 |      92261 |     123471 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     80.17% |      6.94% |      6.66% |      7.16% |      7.09% |      6.93% |      9.17% |      7.47% |      6.75% |     84.61% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.64 |       0.68 |       0.65 |       0.70 |       0.69 |       0.68 |       0.92 |       0.73 |       0.66 |       4.92 |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     371607 |          0 |          0 |          0 |     365800 |          0 |          0 |          0 |     359674 |          0 |          0 |          0 |     382741 |          0 |          0 |          0
  average dram access latency (ns)   |     180.92 |        inf |        inf |        inf |     183.00 |        inf |        inf |        inf |     187.38 |        inf |        inf |        inf |     178.06 |        inf |        inf |        inf
