                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   98884800 |  135626289 |  138164161 |  136339985 |  137822327 |  135347799 |  135878577 |  135641502 |  139214275 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100 |  174179100
  IPC                                |       0.57 |       0.78 |       0.79 |       0.78 |       0.79 |       0.78 |       0.78 |       0.78 |       0.80 |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700
  Idle time (ns)                     |   37635786 |   26549640 |   26205623 |   26450218 |   26519574 |   26636424 |   26346676 |   26765055 |   26140194 |   53255372 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700 |   58059700
  Idle time (%)                      |      64.8% |      45.7% |      45.1% |      45.6% |      45.7% |      45.9% |      45.4% |      46.1% |      45.0% |      91.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5448624 |   12701164 |   12961895 |   12834623 |   12976502 |   12768841 |   12707914 |   12721302 |   13064573 |    1567259 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     128150 |     309436 |     319245 |     314077 |     315348 |     309327 |     310799 |     314796 |     317288 |       7979 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.30% |      2.38% |      2.40% |      2.39% |      2.37% |      2.37% |      2.39% |      2.41% |      2.37% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.30 |       2.28 |       2.31 |       2.30 |       2.29 |       2.29 |       2.29 |       2.32 |       2.28 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10884149 |   12606720 |   12831862 |   12677821 |   12829047 |   12582451 |   12618764 |   12600975 |   12943565 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        848 |         73 |         73 |         73 |         73 |         73 |         76 |         73 |         73 |         84 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25245735 |   34549335 |   35314186 |   34713022 |   35033197 |   34500250 |   34715146 |   34601996 |   35428479 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      12947 |     138741 |     142133 |     152108 |     145359 |     153358 |     153813 |     139133 |     142408 |       2392 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.40% |      0.40% |      0.44% |      0.41% |      0.44% |      0.44% |      0.40% |      0.40% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.13 |       1.02 |       1.03 |       1.12 |       1.05 |       1.13 |       1.13 |       1.03 |       1.02 |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
