Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	823500	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	893100	28735.632184	14367.816406	14367.816092	0.000000	100.000000
2	0	4138100	905.086587	603.391052	308.166410	0.000000	100.000000
3	0	7787600	574.374291	430.780701	274.010138	0.000000	100.000000
4	0	11376400	473.803409	379.042725	278.644672	0.000000	100.000000
5	0	14515800	438.202493	365.168732	318.532204	0.000000	100.000000
6	0	18548100	394.931338	338.512573	247.997421	0.000000	100.000000
7	0	22823200	363.641322	318.186157	233.912657	0.000000	100.000000
8	0	29643100	312.287471	277.588867	146.629716	0.000000	100.000000
9	0	33745100	303.751944	273.376740	243.783520	0.000000	100.000000
10	0	37353400	301.123189	273.748352	277.138819	0.000000	100.000000
11	0	43710700	279.803764	256.486786	157.299482	0.000000	100.000000
12	0	46733300	283.163943	261.382111	330.840998	0.000000	100.000000
13	0	51216500	277.816363	257.972351	223.054961	0.000000	100.000000
14	0	54940500	277.177227	258.698730	268.528464	0.000000	100.000000
15	0	58533500	277.248311	259.920288	278.318954	0.000000	100.000000
16	0	61596200	279.730866	263.276123	326.509289	0.000000	100.000000
