Beat	Tag	Timestamp	Global Rate	Window Rate	Instant Rate	Min Rate	Max Rate
0	-1	6476900	0.000000	0.000000	0.000000	0.000000	100.000000
1	0	6482300	370370.370370	185185.187500	185185.185185	0.000000	100.000000
2	0	6490300	223880.597015	149253.734375	125000.000000	0.000000	100.000000
3	0	6495500	215053.763441	161290.328125	192307.692308	0.000000	100.000000
4	1	6657100	27746.947836	22197.558594	6188.118812	0.000000	100.000000
5	1	6660600	32661.948830	27218.291016	285714.285714	0.000000	100.000000
6	1	6664300	37353.255069	32017.074219	270270.270270	0.000000	100.000000
7	2	6807900	24169.184290	21148.035156	6963.788301	0.000000	100.000000
8	2	6814700	26642.984014	23682.652344	147058.823529	0.000000	100.000000
9	2	6818500	29274.004684	26346.605469	263157.894737	0.000000	100.000000
10	3	6959400	22797.927461	20725.388672	7097.232079	0.000000	100.000000
11	3	6966800	24494.794856	22453.562500	135135.135135	0.000000	100.000000
12	3	6974200	26141.162276	24130.302734	135135.135135	0.000000	100.000000
13	4	7109100	22144.890857	20563.113281	7412.898443	0.000000	100.000000
14	4	7118200	23389.989085	21830.656250	109890.109890	0.000000	100.000000
15	4	7129300	24524.831392	22992.029297	90090.090090	0.000000	100.000000
16	5	7260400	21697.511168	20421.187500	7627.765065	0.000000	100.000000
17	5	7269800	22701.475596	21440.283203	106382.978723	0.000000	100.000000
18	5	7284200	23535.240927	22296.544922	69444.444444	0.000000	100.000000
19	6	7410100	21431.633090	20360.050781	7942.811755	0.000000	100.000000
20	6	7421500	22231.632437	21172.982422	87719.298246	0.000000	100.000000
21	6	7439100	22864.269383	21824.984375	56818.181818	0.000000	100.000000
22	7	7561300	21209.885651	20287.716797	8183.306056	0.000000	100.000000
23	7	7572900	21897.810219	20985.400391	86206.896552	0.000000	100.000000
24	7	7593800	22383.382577	21488.046875	47846.889952	0.000000	100.000000
25	8	7711000	21067.984766	20257.677734	8532.423208	0.000000	100.000000
26	8	7724500	21641.551779	20840.011719	74074.074074	0.000000	100.000000
27	8	7748700	22016.040258	21229.753906	41322.314050	0.000000	100.000000
28	9	7862200	20934.093698	20212.228516	8810.572687	0.000000	100.000000
29	9	7876000	21442.355800	20727.611328	72463.768116	0.000000	100.000000
30	9	7903800	21725.418740	21024.599609	35971.223022	0.000000	100.000000
31	10	8012000	20845.547521	19611.689453	9242.144177	0.000000	100.000000
32	10	8027600	21280.711937	19514.734375	64102.564103	0.000000	100.000000
33	10	8058800	21493.141159	19190.173828	32051.282051	0.000000	100.000000
34	11	8163300	20754.269450	19917.673828	9569.377990	0.000000	100.000000
35	11	8179200	21147.858779	19755.037109	62893.081761	0.000000	100.000000
36	11	8213900	21301.093840	19359.835938	28818.443804	0.000000	100.000000
37	12	8312800	20698.295114	19934.880859	10111.223458	0.000000	100.000000
38	12	8330700	21037.868163	19788.917969	55865.921788	0.000000	100.000000
