                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99365740 |  106989890 |  109151469 |  108855075 |  108327782 |  107483879 |  106877117 |  107374259 |  108491154 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600 |  147783600
  IPC                                |       0.67 |       0.72 |       0.74 |       0.74 |       0.73 |       0.73 |       0.72 |       0.73 |       0.73 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200
  Idle time (ns)                     |   28746662 |   26617153 |   26309646 |   26410099 |   26368760 |   26512892 |   26534534 |   26634513 |   26391134 |   44452487 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200 |   49261200
  Idle time (%)                      |      58.4% |      54.0% |      53.4% |      53.6% |      53.5% |      53.8% |      53.9% |      54.1% |      53.6% |      90.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5481106 |    9293566 |    9490421 |    9456858 |    9353333 |    9294914 |    9125973 |    9260364 |    9332134 |    1567297 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127771 |     236439 |     238627 |     237222 |     241372 |     238606 |     238045 |     236444 |     236783 |       7941 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.28% |      2.48% |      2.45% |      2.45% |      2.52% |      2.50% |      2.54% |      2.49% |      2.47% |      0.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.29 |       2.21 |       2.19 |       2.18 |       2.23 |       2.22 |       2.23 |       2.20 |       2.18 |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10936698 |   10058796 |   10261892 |   10230136 |   10166262 |   10096544 |   10008840 |   10076893 |   10178663 |    2800761 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        901 |         74 |         73 |         76 |         76 |         74 |         77 |         66 |         74 |        110 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   25391377 |   27150707 |   27644558 |   27537055 |   27553136 |   27285316 |   27254953 |   27226808 |   27512341 |    7855948 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      12458 |      55864 |      56402 |      55254 |      58158 |      55924 |      54847 |      56094 |      60531 |       2369 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.05% |      0.21% |      0.20% |      0.20% |      0.21% |      0.20% |      0.20% |      0.21% |      0.22% |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.13 |       0.52 |       0.52 |       0.51 |       0.54 |       0.52 |       0.51 |       0.52 |       0.56 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      13359 |      55938 |      56475 |      55330 |      58234 |      55998 |      54924 |      56160 |      60605 |       2479 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       3350 |        973 |        925 |        932 |        930 |        973 |       1174 |        871 |        991 |        947 |          0 |          0 |          0 |          0 |          0 |          0
