                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    2410274 |  280869949 |  280801912 |  336927276
  Cycles                             |  211114800 |  211114800 |  211114800 |  211114800
  IPC                                |       0.01 |       1.33 |       1.33 |       1.60
  Time (ns)                          |   52778700 |   52778700 |   52778700 |   52778700
  Idle time (ns)                     |   51928651 |    9467182 |    9490417 |     848986
  Idle time (%)                      |      98.4% |      17.9% |      18.0% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     332918 |   26784762 |   26775807 |   32125099
  num incorrect                      |      16635 |     824076 |     822653 |     986213
  misprediction rate                 |      4.76% |      2.98% |      2.98% |      2.98%
  mpki                               |       6.90 |       2.93 |       2.93 |       2.93
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     206657 |   37203932 |   37193705 |   44626832
    num misses                       |        189 |         70 |         46 |         46
    miss rate                        |      0.09% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     817096 |   99128928 |   99102632 |  118906390
    num misses                       |       1844 |       4482 |       3245 |       5044
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.77 |       0.02 |       0.01 |       0.01
  L2 TLB                             |            |            |            |           
    num accesses                     |       2033 |       4552 |       3291 |       5090
    num misses                       |        501 |        184 |        152 |        153
    miss rate                        |     24.64% |      4.04% |      4.62% |      3.01%
    mpki                             |       0.21 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     206657 |   37203932 |   37193705 |   44626832
    num cache misses                 |       2897 |       2301 |        712 |        756
    miss rate                        |      1.40% |      0.01% |      0.00% |      0.00%
    mpki                             |       1.20 |       0.01 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     817096 |   99128928 |   99102632 |  118906390
    num cache misses                 |      17441 |    1108370 |    1110762 |    1330060
    miss rate                        |      2.13% |      1.12% |      1.12% |      1.12%
    mpki                             |       7.24 |       3.95 |       3.96 |       3.95
  Cache L2                           |            |            |            |           
    num cache accesses               |      20789 |    1110970 |    1111777 |    1331176
    num cache misses                 |      13608 |       3306 |       3090 |       3411
    miss rate                        |     65.46% |      0.30% |      0.28% |      0.26%
    mpki                             |       5.65 |       0.01 |       0.01 |       0.01
  Cache L3                           |            |            |            |           
    num cache accesses               |      14064 |       3613 |       3400 |       3780
    num cache misses                 |      11954 |       2249 |       2201 |       2654
    miss rate                        |     85.00% |     62.25% |     64.74% |     70.21%
    mpki                             |       4.96 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18759 |          0 |          0 |          0
  average dram access latency (ns)   |     188.63 |        inf |        inf |        inf
  average dram queueing delay        |     135.20 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       8162 |        598 |        499 |        645
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
