                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   99431092 |  107021798 |  106559146 |  107410039 |  107668793 |  106085336 |  106981354 |  105686361 |  110037000 |   25096093 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900 |  150501900
  IPC                                |       0.66 |       0.71 |       0.71 |       0.71 |       0.72 |       0.70 |       0.71 |       0.70 |       0.73 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300
  Idle time (ns)                     |   29635841 |   26511796 |   26574862 |   26457990 |   26529184 |   26534623 |   26695697 |   26786054 |   26147344 |   45360735 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300 |   50167300
  Idle time (%)                      |      59.1% |      52.8% |      53.0% |      52.7% |      52.9% |      52.9% |      53.2% |      53.4% |      52.1% |      90.4% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5488318 |    9542051 |    9460858 |    9518499 |    9500488 |    9326195 |    9504801 |    9344417 |    9744829 |    1567243 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     127205 |     242552 |     242555 |     242021 |     240740 |     238943 |     234261 |     241252 |     240862 |       7995 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.27% |      2.48% |      2.50% |      2.48% |      2.47% |      2.50% |      2.41% |      2.52% |      2.41% |      0.51% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
